t,gt_x,gt_y,gt_theta,gt_psi1,odom_x,odom_y,odom_theta,odom_psi1,v_cmd,w_cmd
1.970000000000000995e+01,8.653008311041824996e+00,5.804423504094578412e+00,1.711128314222305491e-01,-2.765440590356984529e-01,8.652382081922249668e+00,5.803889667906718230e+00,1.711128314222375157e-01,-2.783072825615253154e-01,4.897078709842891953e-01,-6.466735381111073100e-02
1.980000000000001137e+01,8.701453637672827313e+00,5.812674133495246309e+00,1.657277508028105473e-01,-2.683207235664423207e-01,8.700807330619602098e+00,5.812257679872558924e+00,1.657277508028176249e-01,-2.698167583202238928e-01,4.914293780047095939e-01,-5.385080619419879699e-02
1.990000000000001279e+01,8.750079793783534399e+00,5.820706436117729865e+00,1.612361505034791143e-01,-2.595776664761880181e-01,8.749417192815613475e+00,5.820388256952865547e+00,1.612361505034861642e-01,-2.608066196971386419e-01,4.928513960996835919e-01,-4.491600299331471868e-02
2.000000000000001421e+01,8.798855038697237063e+00,5.828555109346861940e+00,1.574833474012378165e-01,-2.505006931241209323e-01,8.798179141975882800e+00,5.828319293309164983e+00,1.574833474012449219e-01,-2.514669407929272515e-01,4.940272283582770596e-01,-3.752803102241253352e-02
2.010000000000001563e+01,8.847753434770016412e+00,5.836249243036420786e+00,1.543420610645150348e-01,-2.412384039782984879e-01,8.847066632832364164e+00,5.836082544187005894e+00,1.543420610645220570e-01,-2.419495929045044347e-01,4.950004875184352837e-01,-3.141286336722853845e-02
2.020000000000001705e+01,8.896753741045587915e+00,5.843813192857500560e+00,1.517074547568415532e-01,-2.319090013224841818e-01,8.896057951086897120e+00,5.843704584293155868e+00,1.517074547568486032e-01,-2.323752277259022447e-01,4.958068938303268336e-01,-2.634606307673443074e-02
2.030000000000001847e+01,8.945838528033851489e+00,5.851267332684408018e+00,1.494930910245327316e-01,-2.226058714503642844e-01,8.945135295854329982e+00,5.851207633136272790e+00,1.494930910245396705e-01,-2.228390080649477190e-01,4.964757306619961286e-01,-2.214363732308943788e-02
2.040000000000001990e+01,8.994993466871934018e+00,5.858628696547830472e+00,1.476276290919360523e-01,-2.134021629131176712e-01,8.994284044874023110e+00,5.858610258963985018e+00,1.476276290919429079e-01,-2.134153108112409880e-01,4.970310251227746945e-01,-1.865461932596751068e-02
2.050000000000002132e+01,9.044206756604006969e+00,5.865911522455840910e+00,1.460521248427286145e-01,-2.043545415666120912e-01,9.043492163921099447e+00,5.865927974874185047e+00,1.460521248427353869e-01,-2.041615864696369742e-01,4.974925071087634154e-01,-1.575504249207509977e-02
2.060000000000002274e+01,9.093468661309568546e+00,5.873127710596810935e+00,1.447178209112180425e-01,-1.955062705631909481e-01,9.092749730499653182e+00,5.873173740903606443e+00,1.447178209112249536e-01,-1.951215264564806762e-01,4.978763893371316307e-01,-1.334303931510438801e-02
2.070000000000002416e+01,9.142771134928242560e+00,5.880287207796119020e+00,1.435843357943273890e-01,-1.868897367619933858e-01,9.142048548485110615e+00,5.880358385180282532e+00,1.435843357943342169e-01,-1.863276622464844767e-01,4.981960024072574766e-01,-1.133485116890731170e-02
2.080000000000002558e+01,9.192107516331665451e+00,5.887398329029292832e+00,1.426181780351710726e-01,-1.785285232259950505e-01,9.191381835416068569e+00,5.887490956042795709e+00,1.426181780351780115e-01,-1.778034982793011975e-01,4.984623121682370539e-01,-9.661577591561941111e-03
2.090000000000002700e+01,9.241472280822094376e+00,5.894468025553740276e+00,1.417915252791344671e-01,-1.704391096636391767e-01,9.240743967999611286e+00,5.894579015660847965e+00,1.417915252791414338e-01,-1.695652624057735758e-01,4.986843412765623595e-01,-8.266527560365888316e-03
2.100000000000002842e+01,9.290860837046938769e+00,5.901502107956063448e+00,1.410812190207742511e-01,-1.626322681560982975e-01,9.290130274370614671e+00,5.901628884300555100e+00,1.410812190207812455e-01,-1.616233428639553549e-01,4.988695124787286828e-01,-7.103062583601882363e-03
2.110000000000002984e+01,9.340269360495923934e+00,5.908505431199436941e+00,1.404679346419136499e-01,-1.551142097320333813e-01,9.339536863941653166e+00,5.908645843049948887e+00,1.404679346419205055e-01,-1.539834687622086418e-01,4.990239275958327503e-01,-6.132843788607290382e-03
2.120000000000003126e+01,9.389694656427202801e+00,5.915482047628557005e+00,1.399354932453620859e-01,-1.478875278884000388e-01,9.388960487444494518e+00,5.915634301593541977e+00,1.399354932453689693e-01,-1.466476813850735861e-01,4.991525931983207265e-01,-5.324413965515306657e-03
2.130000000000003268e+01,9.439134046342294582e+00,5.922435332850920275e+00,1.394702870322010457e-01,-1.409519777242735084e-01,9.438398421097444313e+00,5.922597936505747285e+00,1.394702870322080679e-01,-1.396151360411669318e-01,4.992596013161837987e-01,-4.652062131609013829e-03
2.140000000000003411e+01,9.488585273046293622e+00,5.929368088440210016e+00,1.390607935980313070e-01,-1.343051238410141179e-01,9.487848369790857106e+00,5.929539804503989764e+00,1.390607935980383569e-01,-1.328827685283124893e-01,4.993482709578821455e-01,-4.094934341697110437e-03
2.150000000000003553e+01,9.538046419887308502e+00,5.936282624449828127e+00,1.386971563085721559e-01,-1.279428867160356809e-01,9.537308384767042568e+00,5.936462434121574816e+00,1.386971563085791503e-01,-1.264458567551927648e-01,4.994212532789003012e-01,-3.636372894592010841e-03
2.160000000000003695e+01,9.587515839879900525e+00,5.943180823684469871e+00,1.383708071128221251e-01,-1.218600165270561919e-01,9.586776791393713637e+00,5.943367898249584336e+00,1.383708071128291195e-01,-1.202985072955897322e-01,4.994805991232231790e-01,-3.263491957500308516e-03
2.170000000000003837e+01,9.636992089817532303e+00,5.950064188362561346e+00,1.380741028750985255e-01,-1.160505271311094572e-01,9.636252122024449918e+00,5.950257868807183215e+00,1.380741028751054089e-01,-1.144341004431553427e-01,4.995277805392995818e-01,-2.967042377237105732e-03
2.180000000000003979e+01,9.686473862479202168e+00,5.956933867796695203e+00,1.377999318539739337e-01,-1.105081355253787478e-01,9.685733046902784693e+00,5.957133653120999739e+00,1.377999318539807061e-01,-1.088457402194656087e-01,4.995636432673545291e-01,-2.741710211246972673e-03
2.190000000000004121e+01,9.686473862479202168e+00,5.956933867796695203e+00,1.377999318539739337e-01,-1.105081355253787478e-01,9.685733046902784693e+00,5.957133653120999739e+00,1.377999318539807061e-01,-1.088457402194656087e-01,0.000000000000000000e+00,0.000000000000000000e+00
