t,gt_x,gt_y,gt_theta,gt_psi1,odom_x,odom_y,odom_theta,odom_psi1,v_cmd,w_cmd
9.299999999999982947e+00,4.717663109987236147e+00,3.115429890591911999e+00,6.187241731853851956e-01,-9.975994894959545889e-02,4.720646016776958831e+00,3.105627944813440067e+00,6.187241731853876381e-01,-1.039262024107711624e-01,4.914355630046380319e-01,-5.381194469352368337e-02
9.399999999999982592e+00,4.757869701999810630e+00,3.143934155208296666e+00,6.142352624738365297e-01,-9.921651576601536737e-02,4.760794981275828341e+00,3.134213392690583966e+00,6.142352624738387501e-01,-1.031603889818493158e-01,4.928556767115884196e-01,-4.488910711548842886e-02
9.499999999999982236e+00,4.798290527553358942e+00,3.172338566177525188e+00,6.104842087989357236e-01,-9.796689739352683335e-02,4.801167826788499404e+00,3.162686008996119291e+00,6.104842087989384991e-01,-1.016828730707440842e-01,4.940300126583659912e-01,-3.751053674900295398e-02
9.599999999999981881e+00,4.838889583814077966e+00,3.200657913407087829e+00,6.073439356246477239e-01,-9.617245669194286750e-02,4.841726840305760504e+00,3.191062710931235280e+00,6.073439356246507215e-01,-9.965906150000912456e-02,4.950021000165322760e-01,-3.140273174287733227e-02
9.699999999999981526e+00,4.879637152231014241e+00,3.228904788334002962e+00,6.047097679530131220e-01,-9.396442562704603041e-02,4.882440908604361418e+00,3.219357875267970126e+00,6.047097679530161196e-01,-9.722334555107993437e-02,4.958075919412648358e-01,-2.634167671634624064e-02
9.799999999999981171e+00,4.920508675463963755e+00,3.257089872619608695e+00,6.024953962054599987e-01,-9.144932760072220501e-02,4.923284334297150622e+00,3.247583678398684004e+00,6.024953962054626633e-01,-9.448468303860031725e-02,4.964757179053382319e-01,-2.214371747553478195e-02
9.899999999999980815e+00,4.961483839012176489e+00,3.285222203863202406e+00,6.006295802596848254e-01,-8.871343093597459928e-02,4.964235868897511672e+00,3.275750407218091187e+00,6.006295802596874900e-01,-9.153118523770814585e-02,4.970304616933020059e-01,-1.865815945775195495e-02
9.999999999999980460e+00,5.002545819636976532e+00,3.313309413550479032e+00,5.990534547410550914e-01,-8.582640610474583098e-02,5.005277922366067500e+00,3.303866736195482101e+00,5.990534547410580890e-01,-8.843388507811168753e-02,4.974915183277686115e-01,-1.576125518629356223e-02
1.009999999999998010e+01,5.043680669749114109e+00,3.341357936127894668e+00,5.977183233465142020e-01,-8.284432906152516818e-02,5.046395916270040694e+00,3.331939969966719151e+00,5.977183233465175327e-01,-8.524983242107070369e-02,4.978750723888168972e-01,-1.335131394540600702e-02
1.019999999999997975e+01,5.084876812701160098e+00,3.369373190185245726e+00,5.965838513119090525e-01,-7.981214792798904667e-02,5.087577753905693889e+00,3.359976253003341462e+00,5.965838513119121611e-01,-8.202463669876108865e-02,4.981944316789302940e-01,-1.134472034605416013e-02
1.029999999999997939e+01,5.126124628610558176e+00,3.397359733819814487e+00,5.956165822294920975e-01,-7.676570950509006841e-02,5.128813385766223476e+00,3.387980749048639328e+00,5.956165822294947620e-01,-7.879455601340223936e-02,4.984605434423331483e-01,-9.672690824173768576e-03
1.039999999999997904e+01,5.167416114136049288e+00,3.425321396724789746e+00,5.947887191343679270e-01,-7.373342499144446005e-02,5.170094452800735318e+00,3.415957793467523818e+00,5.947887191343708135e-01,-7.558821431365923826e-02,4.986824149620766589e-01,-8.278630951239708893e-03
1.049999999999997868e+01,5.208744602702763515e+00,3.453261391634069533e+00,5.940771207615889171e-01,-7.073764027855652947e-02,5.211413993187049343e+00,3.443911021706318021e+00,5.940771207615919147e-01,-7.242801391708277026e-02,4.988674560147608461e-01,-7.115983727789210178e-03
1.059999999999997833e+01,5.250104534153274827e+00,3.481182407615524887e+00,5.934624726231827463e-01,-6.779576479380215737e-02,5.252766200979786859e+00,3.471843476867097156e+00,5.934624726231858549e-01,-6.933129895249971753e-02,4.990217571051044354e-01,-6.146481384060598074e-03
1.069999999999997797e+01,5.291491264799276451e+00,3.509086687422804385e+00,5.929285994190212072e-01,-6.492120369793706602e-02,5.294146227111736991e+00,3.499757699067125305e+00,5.929285994190244269e-01,-6.631131588195487980e-02,4.991503144057339303e-01,-5.338732041614724366e-03
1.079999999999997762e+01,5.332900910441694009e+00,3.536976090732794731e+00,5.924618904861220781e-01,-6.212413106532550799e-02,5.335550014907814109e+00,3.527655798825830580e+00,5.924618904861251867e-01,-6.337800987723415935e-02,4.992572096634393941e-01,-4.667089328992624075e-03
1.089999999999997726e+01,5.374330216168333507e+00,3.564852144610950901e+00,5.920508135366384650e-01,-5.941213639819493270e-02,5.376974163572957544e+00,3.555539516206037476e+00,5.920508135366417957e-01,-6.053869038790900964e-02,4.993457507149858254e-01,-4.110769494833910187e-03
1.099999999999997691e+01,5.415776447645039404e+00,3.592716081908583270e+00,5.916854935769975121e-01,-5.679077363825198871e-02,5.418415814054175605e+00,3.583410266791580145e+00,5.916854935770003987e-01,-5.779859593887736596e-02,4.994185752261293687e-01,-3.653199596414191674e-03
1.109999999999997655e+01,5.457237299145744736e+00,3.620568867368771926e+00,5.913573328246144456e-01,-5.426404145459342437e-02,5.459872552201018081e+00,3.611269174692707029e+00,5.913573328246173322e-01,-5.516138776664944454e-02,4.994777159412948642e-01,-3.281607523830221140e-03
1.119999999999997620e+01,5.498710813549750220e+00,3.648411209688797285e+00,5.910586415910155100e-01,-5.183482789582157663e-02,5.501342324064404821e+00,3.639117091362527034e+00,5.910586415910182856e-01,-5.262960627744805303e-02,4.995246181371449379e-01,-2.986912335990687950e-03
1.129999999999997584e+01,5.540195308490017290e+00,3.676243554923478651e+00,5.907822343533917220e-01,-4.950536630957433348e-02,5.542823356936754209e+00,3.666954596446219128e+00,5.907822343533943865e-01,-5.020513840795418764e-02,4.995600842182577050e-01,-2.764072376239434803e-03
1.139999999999997549e+01,5.575242070792833182e+00,3.698554031800719066e+00,5.376917263015421611e-01,-9.951626835936652760e-02,5.577331167096582831e+00,3.690098610425242232e+00,5.376917263015448256e-01,-1.011526181768835631e-01,4.155038321228806675e-01,-5.309050805184960531e-01
1.149999999999997513e+01,5.612531334112527581e+00,3.719788709241589331e+00,4.931756905462013618e-01,-1.388679319603562390e-01,5.614190612543231929e+00,3.712077760626564249e+00,4.931756905462041929e-01,-1.412148296272973946e-01,4.291505286268198494e-01,-4.451603575534062718e-01
1.159999999999997478e+01,5.651664143351363023e+00,3.739978740555542469e+00,4.557077254829593471e-01,-1.694500520809559818e-01,5.652979706183362651e+00,3.732925900240767092e+00,4.557077254829623447e-01,-1.723128051649066295e-01,4.403678815259062240e-01,-3.746796506324184817e-01
1.169999999999997442e+01,5.692313353610678028e+00,3.759188222425029480e+00,4.240494178105990164e-01,-1.928330167635727566e-01,5.693352807037963537e+00,3.752713329620699145e+00,4.240494178106017364e-01,-1.960480430696416865e-01,4.496142384401973779e-01,-3.165830767236059717e-01
1.179999999999997407e+01,5.734211953043401699e+00,3.777496541125874074e+00,3.971912719013358517e-01,-2.103195728481533910e-01,5.735028314434639896e+00,3.771527252049475365e+00,3.971912719013387938e-01,-2.137519648342849632e-01,4.572539331625743997e-01,-2.685814590926292045e-01
1.189999999999997371e+01,5.777142352308107576e+00,3.794987583103595519e+00,3.743068548089266701e-01,-2.229894946923365040e-01,5.777777241491805604e+00,3.789459842880882778e+00,3.743068548089295011e-01,-2.265297093844390597e-01,4.635783189996640630e-01,-2.288441709240927047e-01
1.199999999999997335e+01,5.820927159888583446e+00,3.811743382844869021e+00,3.547168120424980531e-01,-2.317375755508615243e-01,5.821413329366706080e+00,3.806601243721692729e+00,3.547168120425009952e-01,-2.352979622365858059e-01,4.688214785834127207e-01,-1.959004276642851705e-01
1.209999999999997300e+01,5.865421494427837779e+00,3.827840590374115060e+00,3.378603464910688858e-01,-2.373056136906672720e-01,5.865784801171936458e+00,3.823035685284317253e+00,3.378603464910718279e-01,-2.408171295097456810e-01,4.731721018443179605e-01,-1.685646555142916725e-01
1.219999999999997264e+01,5.910506688913181428e+00,3.843348693495231672e+00,3.232723880877773626e-01,-2.403092004101333168e-01,5.910767615617903203e+00,3.838839556285315702e+00,3.232723880877801381e-01,-2.437184639242034878e-01,4.767825431049717011e-01,-1.458795840329170090e-01
1.229999999999997229e+01,5.956085175878538251e+00,3.858329298826232989e+00,3.105651151797138576e-01,-2.412601330902791053e-01,5.956259997703304165e+00,3.854080647014733074e+00,3.105651151797169107e-01,-2.445268614303385268e-01,4.797757470346400988e-01,-1.270727290806323850e-01
1.239999999999997193e+01,6.002076335565448950e+00,3.872836017427840893e+00,2.994127799566086434e-01,-2.405852412720591027e-01,6.002178011408552116e+00,3.868818066548892709e+00,2.994127799566114190e-01,-2.436800661225745901e-01,4.822505072222490474e-01,-1.115233522310548064e-01
1.249999999999997158e+01,6.048413103302552329e+00,3.886914655470708357e+00,2.895389712270411975e-01,-2.386423746297147708e-01,6.048451953650589630e+00,3.883102506560575318e+00,2.895389712270439730e-01,-2.415450119856535904e-01,4.842853453354543647e-01,-9.873808729567434828e-02
1.259999999999997122e+01,6.095039148284842057e+00,3.900603504087551521e+00,2.807055246363253653e-01,-2.357342989908526587e-01,6.095023366436560508e+00,3.896976632102647997e+00,2.807055246363279188e-01,-2.384320442563389597e-01,4.859411331054929173e-01,-8.833446590716037550e-02
1.269999999999997087e+01,6.141906439362101899e+00,3.913933569838547566e+00,2.727022356679341675e-01,-2.321213342218028108e-01,6.141842469406428862e+00,3.910475438318257613e+00,2.727022356679369430e-01,-2.346078619853781966e-01,4.872623699968773869e-01,-8.003288968390970259e-02
1.279999999999997051e+01,6.188972986195229176e+00,3.926928590639322092e+00,2.653362504297145374e-01,-2.280338532752284597e-01,6.188865788489263053e+00,3.923626428047777726e+00,2.653362504297172575e-01,-2.303083200049113044e-01,4.882766703859540702e-01,-7.365985238219670272e-02
1.289999999999997016e+01,6.217962557611074637e+00,3.936544973618854470e+00,3.874705434633539669e-01,-1.005782334781352011e-01,6.218357985544450628e+00,3.931640743911037461e+00,3.874705434633565759e-01,-1.010038724269586574e-01,3.056172354266226687e-01,1.221342930336393184e+00
1.299999999999996980e+01,6.249001847577395630e+00,3.950861325975250082e+00,4.867718396838903727e-01,6.449024387937870445e-04,6.250018689317855092e+00,3.944561512928723701e+00,4.867718396838932038e-01,1.841133201683289866e-03,3.419570785106905708e-01,9.930129622053660565e-01
1.309999999999996945e+01,6.281145776225709021e+00,3.969402324690186834e+00,5.677118883307050723e-01,8.018601905841551969e-02,6.282825333547005897e+00,3.961924386033569334e+00,5.677118883307076258e-01,8.271094636308935766e-02,3.711799116376100494e-01,8.094004864681445532e-01
1.319999999999996909e+01,6.313778119147944956e+00,3.991606071367724162e+00,6.338294800681729679e-01,1.419239676437483999e-01,6.316109764347116240e+00,3.983151369101112227e+00,6.338294800681757435e-01,1.454765717824493820e-01,3.947705844965009314e-01,6.611759173746810658e-01
1.329999999999996874e+01,6.346516200122342966e+00,4.016918937047382343e+00,6.879425233612610491e-01,1.891212203291161020e-01,6.349458496930030726e+00,4.007662568958766158e+00,6.879425233612640467e-01,1.934234101214006851e-01,4.138764167415925344e-01,5.411304329308834760e-01
1.339999999999996838e+01,6.379135555271474800e+00,4.044837674420231011e+00,7.323066411341014881e-01,2.244950664282126807e-01,6.382631373679388709e+00,4.034926791632556409e+00,7.323066411341049298e-01,2.293047311515428455e-01,4.293923136054136891e-01,4.436411777284086089e-01
1.349999999999996803e+01,6.411515203511132910e+00,4.074923880156224421e+00,7.687352353811836014e-01,2.502932393387732879e-01,6.415501647786893358e+00,4.064479801197416364e+00,7.687352353811873762e-01,2.554073391486737510e-01,4.420220915568785491e-01,3.642859424708240756e-01
1.359999999999996767e+01,6.443599725439939085e+00,4.106804823399117232e+00,7.986914674341558662e-01,2.683663082920203502e-01,6.448014209883136338e+00,4.095926515822543301e+00,7.986914674341601961e-01,2.736189950650604330e-01,4.523231759236150396e-01,2.995623205297277547e-01
1.369999999999996732e+01,6.475373791978947580e+00,4.140168161090356236e+00,8.233594781131934326e-01,2.802329030528973863e-01,6.480157471232492306e+00,4.128935922415662318e+00,8.233594781131982066e-01,2.854915336138516002e-01,4.607396416418744201e-01,2.466801067903799105e-01
1.379999999999996696e+01,6.506845458569701535e+00,4.174754423432262662e+00,8.437000426578531442e-01,2.871363649183143463e-01,6.511944934381916461e+00,4.163233257116393915e+00,8.437000426578574741e-01,2.922969102750137549e-01,4.676269860743772488e-01,2.034056454465928976e-01
1.389999999999996660e+01,6.538035444203635471e+00,4.210349178381641799e+00,8.604944012988067215e-01,2.900928491892673655e-01,6.543403398738883325e+00,4.198591692080341886e+00,8.604944012988111623e-01,2.950754218225667969e-01,4.732709480623413234e-01,1.679435864095369102e-01
1.399999999999996625e+01,6.568970411399138065e+00,4.246775740368278207e+00,8.743790024865925048e-01,2.899315989323727472e-01,6.574565604168051358e+00,4.234824548585318205e+00,8.743790024865973898e-01,2.946764018185413225e-01,4.779019708810422484e-01,1.388460118778618302e-01
1.409999999999996589e+01,6.599678876814953021e+00,4.283888752883693307e+00,8.858731921251592478e-01,2.873283726366942514e-01,6.605465789149650213e+00,4.271778430732028120e+00,8.858731921251644659e-01,2.917921637103796928e-01,4.817064290218641132e-01,1.149418963856703030e-01
1.419999999999996554e+01,6.630188825335369351e+00,4.321568711108981553e+00,8.954013805792546687e-01,2.828330430490081926e-01,6.636137131370804632e+00,4.309327366575586460e+00,8.954013805792597758e-01,2.869861110963066175e-01,4.848354170881960523e-01,9.528188454095309901e-02
1.429999999999996518e+01,6.660526409408717541e+00,4.359717370108689316e+00,9.033108556742539541e-01,2.768923117089451269e-01,6.666610382773645149e+00,4.347367902865549638e+00,9.033108556742595052e-01,2.807159193181136270e-01,4.874116794136855724e-01,7.909475094999705858e-02
1.439999999999996483e+01,6.690715326231421400e+00,4.398253936612528392e+00,9.098861422082757944e-01,2.698683694791254029e-01,6.696913246356342775e+00,4.385815044023810394e+00,9.098861422082810124e-01,2.733526060604817842e-01,4.895351064586489498e-01,6.575286534021550222e-02
1.449999999999996447e+01,6.720776607193815089e+00,4.437111930966814555e+00,9.153606085169094797e-01,2.620542111809051056e-01,6.727070200335828254e+00,4.424598912226048952e+00,9.153606085169150308e-01,2.651961989454160729e-01,4.912871162619086296e-01,5.474466308633973988e-02
1.459999999999996412e+01,6.750728648442394508e+00,4.476236611059731807e+00,9.199258693095522244e-01,2.536861977818911096e-01,6.757102580607658560e+00,4.463662010888248766e+00,9.199258693095575534e-01,2.564885984329656199e-01,4.927341617834731236e-01,4.565260792642567705e-02
1.469999999999996376e+01,6.780587373774627835e+00,4.515582861976019657e+00,9.237394181988476394e-01,2.449543584419121289e-01,6.787028801876009432e+00,4.502956986996846211e+00,9.237394181988534125e-01,2.474241346871677849e-01,4.939305484354596376e-01,3.813548889295814703e-02
1.479999999999996341e+01,6.810366461941931959e+00,4.555113468906417218e+00,9.269308338651447432e-01,2.360108384253944980e-01,6.816864643218622177e+00,4.542444802914673119e+00,9.269308338651509604e-01,2.381582307456779901e-01,4.949207042124783573e-01,3.191415666297525711e-02
1.489999999999996305e+01,6.840077596986397168e+00,4.594797704139406136e+00,9.296068340752281500e-01,2.269768266143257773e-01,6.846623553259826522e+00,4.582093242943432898e+00,9.296068340752339232e-01,2.288145114711961636e-01,4.957410133885034043e-01,2.676000210083007494e-02
1.499999999999996270e+01,6.869730717320023494e+00,4.634610170855864908e+00,9.318553970590246482e-01,2.179482364692044427e-01,6.876316948976874954e+00,4.621875692972226446e+00,9.318553970590304214e-01,2.194906371451681715e-01,4.964213008627533230e-01,2.248562983796453807e-02
1.509999999999996234e+01,6.899334250110197075e+00,4.674529856656604920e+00,9.337491265502693150e-01,2.090003649606508862e-01,6.905954494086920192e+00,4.661770142695272234e+00,9.337491265502749771e-01,2.102630905339523959e-01,4.969860359058952404e-01,1.893729491244600105e-02
1.519999999999996199e+01,6.928895324316442839e+00,4.714539358314945972e+00,9.353480025200342496e-01,2.001917135039451845e-01,6.935544350363358035e+00,4.701758369195342624e+00,9.353480025200402448e-01,2.011911051426819308e-01,4.974553098602100265e-01,1.598875969765312099e-02
1.529999999999996163e+01,6.958419959858511028e+00,4.754624246329173687e+00,9.367016323199037764e-01,1.915671217503052692e-01,6.965093399704380239e+00,4.741825268360511991e+00,9.367016323199101047e-01,1.923198886583468437e-01,4.978456312623421032e-01,1.353629799869904282e-02
1.539999999999996128e+01,6.987913232826048926e+00,4.794772543659987285e+00,9.378510951169336529e-01,1.831603379296432577e-01,6.994607437372385661e+00,4.781958306869366737e+00,9.378510951169398702e-01,1.836832679699696436e-01,4.981705731395246750e-01,1.149462797029809913e-02
1.549999999999996092e+01,7.017379417983215184e+00,4.834974297780968655e+00,9.388304550055623920e-01,1.749961272252915090e-01,7.024091338227384185e+00,4.822147072576778548e+00,9.388304550055683873e-01,1.753058595531110653e-01,4.984413003265884545e-01,9.793598886284948790e-03
1.559999999999996056e+01,7.046822110480253976e+00,4.875221229030027636e+00,9.396680041448111087e-01,1.670920015105548384e-01,7.053549198437462309e+00,4.862382905266024125e+00,9.396680041448166598e-01,1.672048505255974982e-01,4.986669991440627059e-01,8.375491392482947717e-03
1.569999999999996021e+01,7.076244328917732140e+00,4.915506441385012693e+00,9.403872860178217330e-01,1.594596389761093191e-01,7.082984455352016262e+00,4.902658593079666005e+00,9.403872860178272841e-01,1.593914605983715593e-01,4.988552273443396246e-01,7.192818730106242085e-03
1.579999999999995985e+01,7.105648601880972137e+00,4.955824184328062820e+00,9.410079399333679540e-01,1.521060501583728908e-01,7.112399988149937791e+00,4.942968122646126616e+00,9.410079399333737271e-01,1.518721428851628752e-01,4.990121986139144927e-01,6.206539155464207980e-03
1.589999999999995950e+01,7.135037039870101516e+00,4.996169656517019497e+00,9.415464008140936869e-01,1.450345372073267025e-01,7.141798201634155241e+00,4.983306473097310452e+00,9.415464008140989050e-01,1.446495716580699087e-01,4.991430128917097031e-01,5.384608807252000418e-03
1.599999999999995914e+01,7.164411394244404541e+00,5.036538843629750239e+00,9.420164829103203630e-01,1.382454856080702343e-01,7.171181095193453814e+00,5.023669445913653497e+00,9.420164829103258031e-01,1.377234573410262564e-01,4.992518411072649487e-01,4.700820962268537073e-03
1.609999999999995879e+01,7.193773104386572470e+00,5.076928384045993781e+00,9.424298722731814237e-01,1.317370218567560647e-01,7.200550318507443315e+00,5.064053523897365849e+00,9.424298722731869749e-01,1.310912231831037889e-01,4.993420703947904493e-01,4.133893628611273741e-03
1.619999999999996021e+01,7.223123333734189799e+00,5.117335457007251343e+00,9.427965508006717066e-01,1.255055668972199501e-01,7.229907215000998200e+00,5.104455753588151623e+00,9.427965508006777018e-01,1.247485742626133209e-01,4.994164129982419653e-01,3.666785274907047743e-03
1.629999999999996163e+01,7.252462994508285021e+00,5.157757688525481221e+00,9.431251750920031096e-01,1.195463140133947999e-01,7.259252853262220917e+00,5.144873646068104378e+00,9.431251750920092158e-01,1.186899883194350025e-01,4.994769781961451716e-01,3.286242913315362557e-03
1.639999999999996305e+01,7.281792759627239597e+00,5.198193070472902022e+00,9.434234378935466570e-01,1.138536628915975263e-01,7.288588045391263037e+00,5.185305091209632344e+00,9.434234378935533183e-01,1.129091609801278623e-01,4.995253000079382111e-01,2.982628015441024516e-03
1.649999999999996447e+01,7.311113057810329607e+00,5.238639887614588986e+00,9.436984527762457553e-01,1.084216526548007486e-01,7.317913349005803703e+00,5.225748279584505163e+00,9.436984527762524166e-01,1.073994492562629771e-01,4.995623002199459095e-01,2.750148826991427597e-03
1.659999999999996589e+01,7.332281639222180125e+00,5.265231887626372398e+00,8.431865809325953531e-01,5.748121832567548023e-03,7.337866239749135211e+00,5.253281691935172582e+00,8.431865809326021255e-01,3.141543384828637819e-03,3.400303875666396136e-01,-1.005118718436502689e+00
1.669999999999996732e+01,7.357776800358517555e+00,5.291797168949184282e+00,7.604399807577830739e-01,-7.581756297913980203e-02,7.362361690621021637e+00,5.280785443942042079e+00,7.604399807577904014e-01,-7.972397182357017498e-02,3.683046955813001899e-01,-8.274660017481172414e-01
1.679999999999996874e+01,7.386930604989793814e+00,5.317870446820435859e+00,6.920769732003715369e-01,-1.399715345614975792e-01,7.390705189845031775e+00,5.307748310114983603e+00,6.920769732003785313e-01,-1.448850530824257188e-01,3.911968942260929949e-01,-6.836300755741189228e-01
1.689999999999997016e+01,7.419135515093262967e+00,5.343206033427380319e+00,6.354128086208497006e-01,-1.898190894007326934e-01,7.422257850771774024e+00,5.333900224221556741e+00,6.354128086208568060e-01,-1.954681567583715918e-01,4.098161811099643170e-01,-5.666416457952169194e-01
1.699999999999997158e+01,7.453866041746551652e+00,5.367698259890936185e+00,5.883007007547411682e-01,-2.279493433991196527e-01,7.456464497207014652e+00,5.359125503828118475e+00,5.883007007547481626e-01,-2.340962352205038233e-01,4.250187515363024748e-01,-4.711210786610863233e-01
1.709999999999997300e+01,7.490679893403240364e+00,5.391327076053394229e+00,5.490136884213079327e-01,-2.565098112801084684e-01,7.492857197136959080e+00,5.383402977042064386e+00,5.490136884213151491e-01,-2.629538620741431187e-01,4.374727778782186993e-01,-3.928701233343305788e-01
1.719999999999997442e+01,7.529210416992767385e+00,5.414122116870632162e+00,5.161554896691797900e-01,-2.772757232474348243e-01,7.531048170153603394e+00,5.406766265404590932e+00,5.161554896691868954e-01,-2.838517690354065426e-01,4.477045524750284944e-01,-3.285819875212822039e-01
1.729999999999997584e+01,7.569156167494801579e+00,5.436139590034165359e+00,4.885923087023675282e-01,-2.917115070079499550e-01,7.570719005974931193e+00,5.429278202113938967e+00,4.885923087023745781e-01,-2.982862591434183863e-01,4.561318350179537351e-01,-2.756318096681229513e-01
1.739999999999997726e+01,7.610270326337182922e+00,5.457447785499139670e+00,4.654000494907817864e-01,-3.010237155039847123e-01,7.611609453697212757e+00,5.451014800228938917e+00,4.654000494907888363e-01,-3.074915087748292808e-01,4.630883730500758855e-01,-2.319225921158573900e-01
1.749999999999997868e+01,7.652351109082266234e+00,5.478118259659925826e+00,4.458230394432700083e-01,-3.062057389811301267e-01,7.653507168503721481e+00,5.472055517280342229e+00,4.458230394432771693e-01,-3.124843571553890809e-01,4.688422207997881563e-01,-1.957701004751168927e-01
1.759999999999998010e+01,7.695233530776032893e+00,5.498220690689710644e+00,4.292414734282785083e-01,-3.080751390026176262e-01,7.696238884052805318e+00,5.492477593308023209e+00,4.292414734282856692e-01,-3.141020189918533045e-01,4.736096180450952153e-01,-1.658156601499150007e-01
1.769999999999998153e+01,7.738782541071643095e+00,5.517820069405310335e+00,4.151455443359847730e-01,-3.073046078903076683e-01,7.739663052828479550e+00,5.512352977468653492e+00,4.151455443359922115e-01,-3.130335189821799036e-01,4.775656320748863926e-01,-1.409592909229347990e-01
1.779999999999998295e+01,7.782887393767222939e+00,5.536975346962064393e+00,4.031147520164197195e-01,-3.044475474492520650e-01,7.783663818461473483e+00,5.531746866277433838e+00,4.031147520164271580e-01,-3.098457454983287729e-01,4.808523993302921129e-01,-1.203079231956504375e-01
1.789999999999998437e+01,7.827457069077457419e+00,5.555738967193245337e+00,3.928012541942977331e-01,-2.999591712607944660e-01,7.828146125903351127e+00,5.550717218084330717e+00,3.928012541943050051e-01,-3.050049874378698567e-01,4.835855584104176152e-01,-1.031349782212215432e-01
1.799999999999998579e+01,7.872416566758721146e+00,5.574156914337311974e+00,3.839163895959563644e-01,-2.942139183043494532e-01,7.873031772157338182e+00,5.569314834671197367e+00,3.839163895959636363e-01,-2.988947294363632490e-01,4.858592988047177874e-01,-8.884864598341392361e-02
1.809999999999998721e+01,7.917703906588221763e+00,5.592269039823043464e+00,3.762196962921504628e-01,-2.875198495344570837e-01,7.918256219428197795e+00,5.587583749094137353e+00,3.762196962921575127e-01,-2.918303772254153827e-01,4.877503321523696256e-01,-7.696693303806123598e-02
1.819999999999998863e+01,7.963267696268542473e+00,5.610109517776751709e+00,3.695098869725849111e-01,-2.801305966266790515e-01,7.963766018216731801e+00,5.605561754855188816e+00,3.695098869725918500e-01,-2.840714877472695910e-01,4.893210067958705389e-01,-6.709809319565673835e-02
1.829999999999999005e+01,8.009065149276825224e+00,5.627707333347857777e+00,3.636173391492530937e-01,-2.722553502251185975e-01,8.009516712615287304e+00,5.623280972452802118e+00,3.636173391492599771e-01,-2.758319985290820231e-01,4.906217188651134098e-01,-5.892547823331883289e-02
1.839999999999999147e+01,8.055060453450577640e+00,5.645086740648157075e+00,3.583977166573704132e-01,-2.640673191873376680e-01,8.055471120318269840e+00,5.640768386521490818e+00,3.583977166573772410e-01,-2.672888954245677406e-01,4.916927127934322406e-01,-5.219622491882747184e-02
1.849999999999999289e+01,8.101223403135742629e+00,5.662267643701791364e+00,3.537263551924552107e-01,-2.557110718003935412e-01,8.101597893362676217e+00,5.658046306817010596e+00,3.537263551924622051e-01,-2.585897376369885037e-01,4.925652973188976991e-01,-4.671361464915058104e-02
1.859999999999999432e+01,8.147528210520025738e+00,5.679265856136480828e+00,3.494929999318524549e-01,-2.473092059758068284e-01,8.147870269189644077e+00,5.675132712100717569e+00,3.494929999318592828e-01,-2.498594961496130862e-01,4.932624058441096859e-01,-4.233355260602900128e-02
1.869999999999999574e+01,8.193952398385592417e+00,5.696093180266209366e+00,3.455963250908722362e-01,-2.389689403578974247e-01,8.194264907982578450e+00,5.692041425893461515e+00,3.455963250908789530e-01,-2.412073100367795042e-01,4.937982493743615642e-01,-3.896674840980318688e-02
1.879999999999999716e+01,8.235872637624785497e+00,5.710428328123134278e+00,3.098190577138459911e-01,-2.634770310381174263e-01,8.235951132824139265e+00,5.707050385472963505e+00,3.098190577138529300e-01,-2.661073194585137913e-01,4.430587104662589981e-01,-3.577726737702602300e-01
1.889999999999999858e+01,8.279209508588788680e+00,5.723671664083761712e+00,2.803939672536109873e-01,-2.804270308331771044e-01,8.279110392389490869e+00,5.720866873260792573e+00,2.803939672536179817e-01,-2.832843886811979295e-01,4.531685140232743492e-01,-2.942509046023495389e-01
1.900000000000000000e+01,8.323686004823105833e+00,5.735956410838301878e+00,2.561597509388313654e-01,-2.913112100803693094e-01,8.323451350714208274e+00,5.733636223122346109e+00,2.561597509388384708e-01,-2.942632500132467133e-01,4.614300468154458046e-01,-2.423421631477953309e-01
1.910000000000000142e+01,8.369081567236909436e+00,5.747410867560179604e+00,2.361739542552741267e-01,-2.973507556153621167e-01,8.368742807964171249e+00,5.745498676464674048e+00,2.361739542552812599e-01,-3.002930462802971268e-01,4.681916166618226294e-01,-1.998579668355721095e-01
1.920000000000000284e+01,8.415220360108497388e+00,5.758153006565529530e+00,2.196700861646426195e-01,-2.995433276065024852e-01,8.414801067557524661e+00,5.756583301462027791e+00,2.196700861646498637e-01,-3.023950258229936572e-01,4.737332781323941311e-01,-1.650386809063139615e-01
1.930000000000000426e+01,8.461961879072001480e+00,5.768288191536950826e+00,2.060236073846231641e-01,-2.987027916942214256e-01,8.461479824847808473e+00,5.767005409303583185e+00,2.060236073846303251e-01,-3.014026954068755870e-01,4.782809544636123511e-01,-1.364647878001953307e-01
1.940000000000000568e+01,8.509193531242029707e+00,5.777908710526998171e+00,1.947248120336157462e-01,-2.954921487253620582e-01,8.508662200062733660e+00,5.776866002179819048e+00,1.947248120336228239e-01,-2.979952554614237470e-01,4.820174086890343101e-01,-1.129879535100749149e-01
1.950000000000000711e+01,8.556824812110390255e+00,5.787094311323054185e+00,1.853571095258880752e-01,-2.904506952531907271e-01,8.556254508526420111e+00,5.786252342794781178e+00,1.853571095258950974e-01,-2.927252592361104799e-01,4.850908384048078781e-01,-9.367702507727726502e-02
1.960000000000000853e+01,8.604782745570972224e+00,5.795913242618245143e+00,1.775795668033415264e-01,-2.840163622810888411e-01,8.604181402587048666e+00,5.795239089852929126e+00,1.775795668033485764e-01,-2.860414058482917965e-01,4.876216563059832532e-01,-7.777542722546515463e-02
